method,accuracy,tool
cosine,0.9974514176489327,numbat_cn
cosine,0.9885313794201975,numbat_cn
cosine,0.9958964646464646,numbat_cn
cosine,0.9883059418457648,numbat_cn
cosine,0.9889064976228209,numbat_cn
cosine,0.9876932786367939,numbat_cn
cosine,0.979449889345558,numbat_cn
cosine,0.9952305246422893,numbat_cn
cosine,0.9784469096671949,numbat_cn
cosine,0.9892234548335974,numbat_cn
cosine,0.9889240506329114,numbat_cn
cosine,0.8928685641189639,numbat_cn
cosine,0.9892302819132087,numbat_cn
cosine,0.8930617441120305,numbat_cn
cosine,0.9891581632653061,numbat_cn
cosine,0.9897959183673469,numbat_cn
cosine,0.9894937917860553,numbat_cn
cosine,0.9888641425389755,numbat_cn
cosine,0.990840176879343,numbat_cn
cosine,0.9791073124406457,numbat_cn
cosine,0.9877049180327869,numbat_cn
cosine,0.7024035420619861,numbat_cn
cosine,0.9898444938114884,numbat_cn
cosine,0.9888499522140809,numbat_cn
cosine,0.9958664546899841,numbat_cn
cosine,0.9955513187162377,numbat_cn
cosine,0.9911671924290221,numbat_cn
cosine,0.9879326770403303,numbat_cn
cosine,0.9884947267497604,numbat_cn
cosine,0.9796178343949045,numbat_cn
cosine,0.9876308277830638,numbat_cn
cosine,0.9882465057179162,numbat_cn
cosine,0.9889520202020202,numbat_cn
cosine,0.7484096692111959,numbat_cn
cosine,0.9892131979695431,numbat_cn
cosine,0.9875796178343949,numbat_cn
cosine,0.9892131979695431,numbat_cn
cosine,0.9965167827739075,numbat_cn
cosine,0.9898734177215189,numbat_cn
cosine,0.9873697505525734,numbat_cn
cosine,0.9889624724061811,numbat_cn
cosine,0.9895038167938931,numbat_cn
cosine,0.980248486779229,numbat_cn
cosine,0.9801261829652996,numbat_cn
cosine,0.9769747361688519,numbat_cn
cosine,0.9949174078780177,numbat_cn
cosine,0.9880352644836272,numbat_cn
cosine,0.9952107279693486,numbat_cn
cosine,0.9889170360987967,numbat_cn
cosine,0.9784810126582278,numbat_cn
cosine,0.9788576838119281,numbat_cn
cosine,0.9883022447043945,numbat_cn
cosine,0.9901556049539536,numbat_cn
cosine,0.9908140639847957,numbat_cn
cosine,0.9910828025477707,numbat_cn
cosine,0.9876660341555977,numbat_cn
cosine,0.9797211660329531,numbat_cn
