method,accuracy,tool
cosine,0.24821428571428572,numbat_cat
cosine,0.24263392857142857,numbat_cat
cosine,0.42857142857142855,numbat_cat
cosine,0.42299107142857145,numbat_cat
cosine,0.42857142857142855,numbat_cat
cosine,0.24375,numbat_cat
cosine,0.4279017857142857,numbat_cat
cosine,0.42678571428571427,numbat_cat
cosine,0.4294642857142857,numbat_cat
cosine,0.42544642857142856,numbat_cat
cosine,0.42857142857142855,numbat_cat
cosine,0.4323660714285714,numbat_cat
cosine,0.41875,numbat_cat
cosine,0.434375,numbat_cat
cosine,0.4328125,numbat_cat
cosine,0.42857142857142855,numbat_cat
cosine,0.24776785714285715,numbat_cat
cosine,0.428125,numbat_cat
cosine,0.4283482142857143,numbat_cat
cosine,0.4276785714285714,numbat_cat
cosine,0.42924107142857143,numbat_cat
cosine,0.24888392857142858,numbat_cat
cosine,0.43258928571428573,numbat_cat
cosine,0.4328125,numbat_cat
cosine,0.42410714285714285,numbat_cat
cosine,0.42433035714285716,numbat_cat
cosine,0.24776785714285715,numbat_cat
cosine,0.42544642857142856,numbat_cat
cosine,0.428125,numbat_cat
cosine,0.4245535714285714,numbat_cat
cosine,0.2486607142857143,numbat_cat
cosine,0.24441964285714285,numbat_cat
cosine,0.42410714285714285,numbat_cat
cosine,0.43214285714285716,numbat_cat
cosine,0.42723214285714284,numbat_cat
cosine,0.24464285714285713,numbat_cat
cosine,0.425,numbat_cat
cosine,0.42477678571428573,numbat_cat
cosine,0.425,numbat_cat
cosine,0.42879464285714286,numbat_cat
cosine,0.4252232142857143,numbat_cat
cosine,0.24888392857142858,numbat_cat
cosine,0.4310267857142857,numbat_cat
cosine,0.4252232142857143,numbat_cat
cosine,0.421875,numbat_cat
cosine,0.42745535714285715,numbat_cat
cosine,0.246875,numbat_cat
cosine,0.4263392857142857,numbat_cat
cosine,0.24955357142857143,numbat_cat
cosine,0.4330357142857143,numbat_cat
cosine,0.42433035714285716,numbat_cat
cosine,0.42857142857142855,numbat_cat
cosine,0.42544642857142856,numbat_cat
cosine,0.2484375,numbat_cat
cosine,0.4316964285714286,numbat_cat
cosine,0.43258928571428573,numbat_cat
cosine,0.42589285714285713,numbat_cat
cosine,0.4299107142857143,numbat_cat
cosine,0.8545238095238096,numbat_cn
cosine,0.8573809523809524,numbat_cn
cosine,0.8552380952380952,numbat_cn
cosine,0.8492857142857143,numbat_cn
cosine,0.8538095238095238,numbat_cn
cosine,0.7211904761904762,numbat_cn
cosine,0.8561904761904762,numbat_cn
cosine,0.8533333333333334,numbat_cn
cosine,0.8538095238095238,numbat_cn
cosine,0.8545238095238096,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.855,numbat_cn
cosine,0.8528571428571429,numbat_cn
cosine,0.8538095238095238,numbat_cn
cosine,0.8554761904761905,numbat_cn
cosine,0.8552380952380952,numbat_cn
cosine,0.8533333333333334,numbat_cn
cosine,0.8526190476190476,numbat_cn
cosine,0.8561904761904762,numbat_cn
cosine,0.8566666666666667,numbat_cn
cosine,0.854047619047619,numbat_cn
cosine,0.8526190476190476,numbat_cn
cosine,0.8547619047619047,numbat_cn
cosine,0.8607142857142858,numbat_cn
cosine,0.8492857142857143,numbat_cn
cosine,0.8542857142857143,numbat_cn
cosine,0.86,numbat_cn
cosine,0.8595238095238096,numbat_cn
cosine,0.855,numbat_cn
cosine,0.8559523809523809,numbat_cn
cosine,0.8585714285714285,numbat_cn
cosine,0.855,numbat_cn
cosine,0.855,numbat_cn
cosine,0.8578571428571429,numbat_cn
cosine,0.8566666666666667,numbat_cn
cosine,0.8523809523809524,numbat_cn
cosine,0.8566666666666667,numbat_cn
cosine,0.8533333333333334,numbat_cn
cosine,0.8578571428571429,numbat_cn
cosine,0.8523809523809524,numbat_cn
cosine,0.8621428571428571,numbat_cn
cosine,0.8554761904761905,numbat_cn
cosine,0.6823809523809524,numbat_cn
cosine,0.861904761904762,numbat_cn
cosine,0.8609523809523809,numbat_cn
cosine,0.8547619047619047,numbat_cn
cosine,0.8557142857142858,numbat_cn
cosine,0.8583333333333333,numbat_cn
cosine,0.8571428571428571,numbat_cn
cosine,0.8561904761904762,numbat_cn
cosine,0.854047619047619,numbat_cn
cosine,0.8557142857142858,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.8495238095238096,numbat_cn
cosine,0.8571428571428571,numbat_cn
cosine,0.8526190476190476,numbat_cn
cosine,0.8547619047619047,numbat_cn
cosine,0.8588095238095238,numbat_cn
cosine,0.8559523809523809,numbat_cn
cosine,0.8592857142857143,numbat_cn
cosine,0.8523809523809524,numbat_cn
cosine,0.8552380952380952,numbat_cn
cosine,0.8585714285714285,numbat_cn
cosine,0.85,numbat_cn
cosine,0.8561904761904762,numbat_cn
cosine,0.8585714285714285,numbat_cn
cosine,0.8592857142857143,numbat_cn
cosine,0.854047619047619,numbat_cn
cosine,0.86,numbat_cn
cosine,0.8554761904761905,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.855,numbat_cn
cosine,0.856904761904762,numbat_cn
cosine,0.8583333333333333,numbat_cn
cosine,0.856904761904762,numbat_cn
cosine,0.8552380952380952,numbat_cn
cosine,0.8557142857142858,numbat_cn
cosine,0.8502380952380952,numbat_cn
cosine,0.8578571428571429,numbat_cn
cosine,0.8585714285714285,numbat_cn
cosine,0.854047619047619,numbat_cn
cosine,0.8576190476190476,numbat_cn
cosine,0.855,numbat_cn
cosine,0.8535714285714285,numbat_cn
cosine,0.8576190476190476,numbat_cn
cosine,0.8578571428571429,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.856904761904762,numbat_cn
cosine,0.8519047619047619,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.8533333333333334,numbat_cn
cosine,0.8559523809523809,numbat_cn
cosine,0.8542857142857143,numbat_cn
cosine,0.8571428571428571,numbat_cn
cosine,0.8597619047619047,numbat_cn
cosine,0.7171428571428572,numbat_cn
cosine,0.8552380952380952,numbat_cn
cosine,0.8535714285714285,numbat_cn
cosine,0.8552380952380952,numbat_cn
cosine,0.8557142857142858,numbat_cn
cosine,0.8526190476190476,numbat_cn
cosine,0.8578571428571429,numbat_cn
cosine,0.8571428571428571,numbat_cn
cosine,0.8566666666666667,numbat_cn
cosine,0.854047619047619,numbat_cn
cosine,0.8497619047619047,numbat_cn
cosine,0.8614285714285714,numbat_cn
cosine,0.8559523809523809,numbat_cn
cosine,0.8576190476190476,numbat_cn
cosine,0.8523809523809524,numbat_cn
cosine,0.8559523809523809,numbat_cn
cosine,0.8580952380952381,numbat_cn
cosine,0.8573809523809524,numbat_cn
cosine,0.8592857142857143,numbat_cn
cosine,0.8492857142857143,numbat_cn
cosine,0.855,numbat_cn
cosine,0.8588095238095238,numbat_cn
cosine,0.8583333333333333,numbat_cn
cosine,0.8573809523809524,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.8547619047619047,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.8573809523809524,numbat_cn
cosine,0.8538095238095238,numbat_cn
cosine,0.8521428571428571,numbat_cn
cosine,0.8545238095238096,numbat_cn
cosine,0.8542857142857143,numbat_cn
cosine,0.8547619047619047,numbat_cn
cosine,0.8552380952380952,numbat_cn
cosine,0.8528571428571429,numbat_cn
cosine,0.8552380952380952,numbat_cn
cosine,0.8561904761904762,numbat_cn
cosine,0.8580952380952381,numbat_cn
cosine,0.8507142857142858,numbat_cn
cosine,0.8607142857142858,numbat_cn
cosine,0.8566666666666667,numbat_cn
cosine,0.8621428571428571,numbat_cn
cosine,0.8547619047619047,numbat_cn
cosine,0.8502380952380952,numbat_cn
cosine,0.8519047619047619,numbat_cn
cosine,0.8552380952380952,numbat_cn
cosine,0.855,numbat_cn
cosine,0.7138095238095238,numbat_cn
cosine,0.8607142857142858,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.8578571428571429,numbat_cn
cosine,0.8526190476190476,numbat_cn
cosine,0.8561904761904762,numbat_cn
cosine,0.855,numbat_cn
cosine,0.86,numbat_cn
cosine,0.8547619047619047,numbat_cn
cosine,0.8542857142857143,numbat_cn
cosine,0.8526190476190476,numbat_cn
cosine,0.8561904761904762,numbat_cn
cosine,0.6876190476190476,numbat_cn
cosine,0.8521428571428571,numbat_cn
cosine,0.8583333333333333,numbat_cn
cosine,0.8573809523809524,numbat_cn
cosine,0.855,numbat_cn
cosine,0.8528571428571429,numbat_cn
cosine,0.855,numbat_cn
cosine,0.8533333333333334,numbat_cn
cosine,0.8561904761904762,numbat_cn
cosine,0.8576190476190476,numbat_cn
cosine,0.8592857142857143,numbat_cn
cosine,0.8545238095238096,numbat_cn
cosine,0.8571428571428571,numbat_cn
cosine,0.8511904761904762,numbat_cn
cosine,0.8495238095238096,numbat_cn
cosine,0.8561904761904762,numbat_cn
cosine,0.8588095238095238,numbat_cn
cosine,0.8580952380952381,numbat_cn
cosine,0.8528571428571429,numbat_cn
cosine,0.8561904761904762,numbat_cn
cosine,0.8566666666666667,numbat_cn
cosine,0.8576190476190476,numbat_cn
cosine,0.8530952380952381,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.8504761904761905,numbat_cn
cosine,0.8533333333333334,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.8547619047619047,numbat_cn
cosine,0.8552380952380952,numbat_cn
cosine,0.8526190476190476,numbat_cn
cosine,0.854047619047619,numbat_cn
cosine,0.8561904761904762,numbat_cn
cosine,0.8561904761904762,numbat_cn
cosine,0.8502380952380952,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.8530952380952381,numbat_cn
cosine,0.8578571428571429,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.856904761904762,numbat_cn
cosine,0.8559523809523809,numbat_cn
cosine,0.8583333333333333,numbat_cn
cosine,0.8538095238095238,numbat_cn
cosine,0.8578571428571429,numbat_cn
cosine,0.8564285714285714,numbat_cn
cosine,0.8545238095238096,numbat_cn
cosine,0.8547619047619047,numbat_cn
cosine,0.8554761904761905,numbat_cn
cosine,0.8559523809523809,numbat_cn
cosine,0.8561904761904762,numbat_cn
cosine,0.8547619047619047,numbat_cn
cosine,0.8535714285714285,numbat_cn
cosine,0.8526190476190476,numbat_cn
cosine,0.8561904761904762,numbat_cn
cosine,0.8597619047619047,numbat_cn
cosine,0.8528571428571429,numbat_cn
cosine,0.8535714285714285,numbat_cn
cosine,0.8502380952380952,numbat_cn
cosine,0.8559523809523809,numbat_cn
cosine,0.8533333333333334,numbat_cn
